id,sentiment
"12311_10",0.9966339347132017
"8348_2",0.00992768978231991
"5828_4",0.5698660169419945
"7186_2",0.7493748469998713
"12128_7",0.9650196692749184
"2913_8",0.830965172635608
"4396_1",0.005797000171982392
"395_2",0.2002283265186399
"10616_1",0.00023159792275282903
"9074_9",0.42895967749761227
"9252_3",0.01537559446719856
"9896_9",0.7726759370250166
"574_4",0.5362838561439695
"11182_8",0.682274571728976
"11656_4",0.4981397271385908
"2322_4",0.5958544213934659
"8703_1",0.0384574561674565
"7483_1",0.0597669320364251
"6007_10",0.9706520850601925
"12424_4",0.006878671751510431
"4672_1",0.0005767440813481419
"10841_3",0.018627710251539895
"8954_7",0.506462262170919
"7392_1",0.014036262818339841
"10288_8",0.9478195933076689
"5343_4",0.009254762503102426
"4950_1",0.0005026717327216727
"9257_4",0.6806332227067101
"8689_3",0.04994260615333453
"4480_2",0.09042254717518268
"9286_10",0.9905554635895628
"12245_10",0.9992040208431291
"7529_7",0.851726694678394
"4_4",0.11181737264704389
"5299_2",0.003166367717029791
"12077_8",0.7508434533263031
"10701_2",0.004845156359647406
"11579_1",0.005029998472217561
"10993_1",0.00859686055027156
"8913_1",0.04746135499533187
"1350_3",0.0630711040203035
"3804_2",0.007506754624733904
"5025_3",0.16165180716359748
"5170_8",0.3210862378774402
"8225_8",0.9832094292074604
"6427_7",0.9529268766467309
"3165_3",0.3354577100447293
"7902_9",0.9984949743776145
"8208_3",0.0014959308620605713
"3577_8",0.9412482122411817
"4865_1",0.015444109407978175
"9063_3",0.15424000491122988
"1106_1",0.3970509580995296
"1117_9",0.9899625117760603
"1050_4",0.16116408076168612
"10755_9",0.6979924250364746
"2729_8",0.915938571354634
"10072_10",0.9947518196676338
"2904_7",0.9777726983646595
"4584_2",0.5362178334774719
"189_4",0.45089653414831277
"6302_4",0.17148793728955833
"8138_9",0.8651422624651657
"1262_1",0.04173072940319733
"2199_10",0.9857451842283073
"6551_7",0.8711196636294731
"8082_7",0.28832812524623513
"4897_8",0.9895391424915873
"7360_1",0.007233967604787945
"11012_10",0.9661833601673778
"12046_1",0.35030420616167524
"2331_2",0.4964375010713503
"8961_9",0.9753648803207781
"751_7",0.5419248461947651
"9884_10",0.9214379089739416
"10016_8",0.964929650137641
"8023_10",0.9690776909509465
"2628_1",0.0026025142961523563
"5832_1",0.00716444758468052
"7302_1",0.012653688403076707
"4501_3",0.2128324873528671
"1121_7",0.5829351312063403
"8334_3",0.4689748317019689
"9789_10",0.5713621788348504
"4230_10",0.953728177611828
"824_4",0.07583392270863708
"6803_9",0.7951339934967045
"3086_7",0.945687070983773
"1135_8",0.9895269540437085
"10136_1",0.001549668502782465
"11129_3",0.004460554731254625
"2072_8",0.7225472490154098
"9501_7",0.9824663859765652
"319_10",0.9613057669792455
"1693_7",0.98034466645662
