id,sentiment
"12311_10",0.9457648574698281
"8348_2",0.061776656949986804
"5828_4",0.6224427425641672
"7186_2",0.6390103812198388
"12128_7",0.8646056985556643
"2913_8",0.6565815239719599
"4396_1",0.0677094266811608
"395_2",0.29311715413928036
"10616_1",0.008555756207061692
"9074_9",0.4547022610452348
"9252_3",0.11543136296697301
"9896_9",0.6982923296796584
"574_4",0.6013573300208501
"11182_8",0.6218692127539908
"11656_4",0.39118043321595475
"2322_4",0.6231555199275326
"8703_1",0.18432271167799757
"7483_1",0.11999204634859516
"6007_10",0.8740187116974826
"12424_4",0.060922989493458056
"4672_1",0.014145290964251225
"10841_3",0.09709802656633783
"8954_7",0.4525443019911611
"7392_1",0.10911614905044316
"10288_8",0.8485875999748802
"5343_4",0.05930089477578418
"4950_1",0.01595702138827587
"9257_4",0.5834728024825014
"8689_3",0.18401031594178768
"4480_2",0.31651063432139565
"9286_10",0.9326957264938128
"12245_10",0.982566691329076
"7529_7",0.8397159175716994
"4_4",0.15235573688618825
"5299_2",0.030586312767360332
"12077_8",0.6727710453974632
"10701_2",0.07607188549098336
"11579_1",0.06713970140316068
"10993_1",0.09201540116542668
"8913_1",0.12669826288473798
"1350_3",0.22456416935701623
"3804_2",0.07816299728503702
"5025_3",0.29064303705474553
"5170_8",0.35593613125677864
"8225_8",0.8999909099094988
"6427_7",0.8393731504183936
"3165_3",0.45720802471302396
"7902_9",0.9722536576757536
"8208_3",0.024282282573718533
"3577_8",0.831625272401512
"4865_1",0.0916720811346567
"9063_3",0.20071336974294537
"1106_1",0.38671906557689417
"1117_9",0.9433313127919649
"1050_4",0.3546990443801797
"10755_9",0.5930482690954919
"2729_8",0.879110379481698
"10072_10",0.931440091749349
"2904_7",0.8811439259138208
"4584_2",0.5913634191390102
"189_4",0.6893828847566521
"6302_4",0.26716964563197315
"8138_9",0.7679962528821468
"1262_1",0.22922131858288863
"2199_10",0.9083125660107808
"6551_7",0.7839857983960857
"8082_7",0.2979495216843411
"4897_8",0.9299111559203042
"7360_1",0.07223337482411654
"11012_10",0.8382493435590204
"12046_1",0.4135941257156765
"2331_2",0.4479249275564565
"8961_9",0.9176574010261201
"751_7",0.5141938000469025
"9884_10",0.8089751745356801
"10016_8",0.8468731542796366
"8023_10",0.9016661698760199
"2628_1",0.06456623161821926
"5832_1",0.04035208481895375
"7302_1",0.07731789557225012
"4501_3",0.32948761829137824
"1121_7",0.621148106443003
"8334_3",0.5089822870185973
"9789_10",0.45976866833061003
"4230_10",0.861158131736874
"824_4",0.24871349907274565
"6803_9",0.7843585776271351
"3086_7",0.8798950950389902
"1135_8",0.903235986729922
"10136_1",0.028518459639722157
"11129_3",0.04816775195425101
"2072_8",0.6758092251190128
"9501_7",0.8893247971087177
"319_10",0.8875608600921441
"1693_7",0.8877578340082913
"10886_1",0.00958188285991227
"9406_8",0.7628270510574593
"10376_10",0.3720193250166422
"9902_1",0.1086957268246057
"9938_8",0.4267164191928559
"7080_9",0.7170846358856521
"11944_8",0.6955470432023293
"5249_1",0.03490577450753227
"9599_2",0.22621727984634077
"9620_1",0.21495840387481457
"11244_1",0.07059870671214563
"6841_10",0.9516153858252764
"10050_4",0.7310263203647626
"10512_9",0.9188370642367413
"11327_3",0.028757051444512603
"10681_8",0.9275316762760176
"808_3",0.36022339164395634
"546_7",0.959824313998068
"10765_1",0.010645517867192322
"7189_9",0.614814556724267
"6005_9",0.8413734010254891
"11915_9",0.800129497844542
"5740_10",0.8123497669568421
"7097_10",0.37920910358004467
"9573_10",0.6089793296487737
"5084_4",0.4600622579930197
"12332_7",0.5773472581168387
"8154_1",0.07332943861816967
"5610_1",0.2161611756435792
"5323_9",0.7470220607538738
"11034_8",0.7653692722922814
"3977_2",0.20866477696245822
"12380_7",0.24341636309342704
"1737_8",0.5747855831240872
"6030_9",0.7884369412510116
"5918_7",0.8949398401536472
"7061_9",0.6716704165360685
"266_8",0.9074644956527813
"1375_10",0.9078456793160247
"8648_3",0.028610847129164806
"10146_10",0.9438308231308989
"4578_10",0.8217358662124016
"4685_8",0.8541237993977137
"11843_9",0.7307462772678204
"5467_10",0.9546993356386145
"10140_10",0.8709627457250786
"7721_8",0.9132083582413462
"11208_10",0.38641595254465433
"1063_10",0.8456958948579483
"8260_10",0.5857561692033941
"3182_9",0.8501194092675596
"2797_8",0.8147065086238687
"7613_2",0.8706682274747456
"11624_4",0.12474266061126472
"4847_10",0.9064824557565911
"10684_7",0.5578957312331453
"6312_1",0.46534033728492913
"4925_3",0.05934303630971467
"4125_1",0.017182331199939692
"2394_10",0.9875859129006309
"12105_10",0.8221138858314547
"7812_1",0.030316531706297885
"1061_8",0.8338660095555138
"9343_3",0.5169631489526587
"7696_10",0.9788320860274177
"9355_10",0.9840940601884487
"782_9",0.9458820823720474
"9882_10",0.9587003521276632
"10642_10",0.8244823385896788
"7410_2",0.09685868199437503
"9591_4",0.06549488069599413
"11902_3",0.19923053566318508
"3495_7",0.2664292479670475
