id,sentiment
"12311_10",0.9999425284845523
"8348_2",0.05514893784015344
"5828_4",0.9518802867305892
"7186_2",0.9857046072991242
"12128_7",0.9988807318051428
"2913_8",0.9912664681254811
"4396_1",0.02802430447982918
"395_2",0.728247786887739
"10616_1",0.00043088632536771184
"9074_9",0.9205870001947168
"9252_3",0.08616138047370953
"9896_9",0.9874271446195696
"574_4",0.9477539265058313
"11182_8",0.9766268871166486
"11656_4",0.9437462307719984
"2322_4",0.9585230034809145
"8703_1",0.2114816843076414
"7483_1",0.33954586803065795
"6007_10",0.999181789296792
"12424_4",0.02615620253384948
"4672_1",0.0017541175329152823
"10841_3",0.10871588045357339
"8954_7",0.9446710766536752
"7392_1",0.07872014009276931
"10288_8",0.998472261214355
"5343_4",0.04993106908274662
"4950_1",0.0014419859896658987
"9257_4",0.9772444810446256
"8689_3",0.26088661261421314
"4480_2",0.47182499207783657
"9286_10",0.9998310693071413
"12245_10",0.9999906288782344
"7529_7",0.9926826987091069
"4_4",0.5252100482014939
"5299_2",0.013253765191009575
"12077_8",0.9847446480150142
"10701_2",0.018136789782358238
"11579_1",0.022083702346335717
"10993_1",0.04830079698170372
"8913_1",0.28334084776686796
"1350_3",0.34383128064342655
"3804_2",0.034086509933353965
"5025_3",0.648027862235541
"5170_8",0.8630014090944383
"8225_8",0.9996089068994621
"6427_7",0.9985819018574642
"3165_3",0.8758817357834764
"7902_9",0.9999777906002613
"8208_3",0.005737064269920527
"3577_8",0.9982169203914601
"4865_1",0.10031837888229427
"9063_3",0.6640080264408752
"1106_1",0.9108475990380822
"1117_9",0.9997799691601146
"1050_4",0.6725435011398967
"10755_9",0.9784624350233131
"2729_8",0.9969148896824673
"10072_10",0.9999106022368104
"2904_7",0.999337591555273
"4584_2",0.9536044396329015
"189_4",0.9325239158024359
"6302_4",0.7065654662387532
"8138_9",0.9949265339059641
"1262_1",0.23861588914470885
"2199_10",0.9996828202226024
"6551_7",0.9936924148146722
"8082_7",0.848899913232299
"4897_8",0.9997759769431631
"7360_1",0.03882501714102865
"11012_10",0.9989896330410081
"12046_1",0.8630809545813692
"2331_2",0.9323617111238552
"8961_9",0.9993676144886791
"751_7",0.9492584548890126
"9884_10",0.9968217689129327
"10016_8",0.9990359804693352
"8023_10",0.9992162386572423
"2628_1",0.008930698810885086
"5832_1",0.039331305127735604
"7302_1",0.06397571762904097
"4501_3",0.7539751711538432
"1121_7",0.9627177975651152
"8334_3",0.9394274327107139
"9789_10",0.9620153110555227
"4230_10",0.9986182531362502
"824_4",0.43581511938541573
"6803_9",0.9871991841465199
"3086_7",0.9978570567078708
"1135_8",0.9997849171803815
"10136_1",0.004896123665577518
"11129_3",0.01730763873771416
"2072_8",0.9814448638926756
"9501_7",0.9994866128198604
"319_10",0.9989093887385929
"1693_7",0.9995199748964084
"10886_1",0.001048319322542772
"9406_8",0.9887754655214552
"10376_10",0.8781797701941471
"9902_1",0.05845180371421853
"9938_8",0.8055838422057338
"7080_9",0.9811152136691866
"11944_8",0.9926164840276174
"5249_1",0.02089249673670571
"9599_2",0.7725691198921086
"9620_1",0.25020103486518463
"11244_1",0.020235166224180423
"6841_10",0.9997300506921845
"10050_4",0.9861894948364917
"10512_9",0.9980702879152599
"11327_3",0.00963975438311912
"10681_8",0.9986443868262106
"808_3",0.7578449463466715
"546_7",0.9998317586908826
"10765_1",0.0005798818045600109
"7189_9",0.9930446156875011
"6005_9",0.9992517581591666
"11915_9",0.9963934111457488
"5740_10",0.9974269242156036
"7097_10",0.6901494408987777
"9573_10",0.9772676453331905
"5084_4",0.9275379273332491
"12332_7",0.933144129772151
"8154_1",0.08219350347371958
"5610_1",0.46514585048373386
"5323_9",0.9931975350611879
"11034_8",0.9958307376709125
"3977_2",0.4852775115548287
"12380_7",0.6486110354966964
"1737_8",0.9782162154535471
"6030_9",0.9961799443996034
"5918_7",0.9985833157301742
"7061_9",0.9767009038120921
"266_8",0.9997154923201542
"1375_10",0.9994858873259825
"8648_3",0.0026471518289825757
"10146_10",0.9996421741178311
"4578_10",0.9994200563613201
"4685_8",0.998804027343792
"11843_9",0.9916816371573378
"5467_10",0.9999196246635784
"10140_10",0.9986240929875905
"7721_8",0.9997912120701179
"11208_10",0.9158084542017566
"1063_10",0.9972027242294756
"8260_10",0.9942245960532433
"3182_9",0.9984562115651329
"2797_8",0.9971732125203494
"7613_2",0.9972746069626669
"11624_4",0.13165147069033792
"4847_10",0.999624786465075
"10684_7",0.9292420978937806
"6312_1",0.8480036374181201
"4925_3",0.01494143408278328
"4125_1",0.001549631200831457
"2394_10",0.999996363151433
"12105_10",0.9952846525424637
"7812_1",0.008880956547523213
"1061_8",0.9991727936088799
"9343_3",0.9140864339021813
"7696_10",0.9999246345473931
"9355_10",0.9999879616563271
"782_9",0.9998997318802689
"9882_10",0.9999834492702288
"10642_10",0.9911024013894763
"7410_2",0.06343101338954263
"9591_4",0.02469971224738611
"11902_3",0.5200389333896579
"3495_7",0.5570223519527113
"6733_1",0.0007954234074351344
"4552_1",7.557025231025328e-05
"6722_1",0.18106064246542483
"188_10",0.9980767633080633
"5099_10",0.9990048490770848
"10313_1",0.23665445775085728
"6756_9",0.9942044358051221
"6622_2",0.023191948570657397
"4807_10",0.9999917329903867
"7173_3",0.37236454588166346
"11321_8",0.9923716785702024
"7909_9",0.8069475470387545
"8012_7",0.13159500810351166
"8615_4",0.07133765302318973
"8117_10",0.9995003812472313
"1892_10",0.9984482783615733
"4617_1",0.6061678638253113
"1893_8",0.9988868234344999
"5435_1",0.1540217163438018
"162_3",0.21394554749375883
"6516_10",0.9998212701745269
"11588_7",0.9964824192337826
"2006_1",0.17569386376547197
"1594_4",0.714137542284342
"1472_1",0.0014415236001413887
"3647_1",0.5969965220845761
"174_7",0.9991260231139382
"5539_7",0.11273111550349232
"3384_10",0.999990808980138
"3811_4",0.8657449978222511
"4079_8",0.8608021086582701
"1179_7",0.9853484174205607
"3069_9",0.9999851026062198
"3769_8",0.9956624750577733
"9247_10",0.9939486468606316
"10434_1",0.03669548971299795
"1147_10",0.9998258121555297
"5344_7",0.9968710991580602
"8073_10",0.9978893149765928
"7833_3",0.03181600763303618
"8370_1",0.07518414085597587
"9007_8",0.8673151474027809
"6624_7",0.8846730731077551
"6683_3",0.17146930059307489
"12275_7",0.9651603478419204
"11927_8",0.9985637233617004
"1560_10",0.9999602075608204
"1325_9",0.9251844795039811
"3548_8",0.816360810876938
"607_1",0.002577991655499097
"6702_7",0.9729083279242287
"5702_3",0.05139984238752584
"11345_8",0.9987628593649909
"3428_4",0.6631099805469032
"7209_9",0.999969233310749
"8425_8",0.9986273771441524
"3087_1",0.15244829899776902
"1119_8",0.9440333641718243
"5715_3",0.8478944690389338
"8645_1",0.06046602976092962
"2149_3",0.006707625257105028
"10403_10",0.9896765620439582
"5628_1",0.19509608840901194
"5570_10",0.999928198765759
"1613_3",0.14043140254052358
"1454_4",0.9961647556637337
"5094_3",0.3922770991241727
"7982_1",0.35171330630610637
"6894_2",0.9620308832973945
"6554_1",0.5754124804695117
"4721_3",0.6926329777592389
"6904_4",0.15256288910607022
"893_8",0.9997465785490538
"4605_4",0.9214328455279993
"11516_7",0.9392667903359324
"11718_7",0.9999257301469243
"5956_1",0.0007582061763849963
"7455_9",0.9820428668087559
"6396_4",0.9961039585768627
"1223_8",0.9980026482909924
"8556_1",0.32706031526893986
"6108_8",0.990279993852003
"11690_1",0.010871455024435659
"3778_9",0.9650737979319948
"3627_4",0.824131493466705
"8256_4",0.7747317053885816
"533_1",0.03180394463974757
"5235_4",0.0008671710400042616
"621_2",0.8274318225730734
"5365_1",0.5847405368660855
"8180_3",0.9153016891948917
"7396_7",0.7568089188953002
"9776_10",0.9996448611409822
"8175_10",0.9995464738329086
"3128_1",0.07617533299175591
"4606_1",0.7660459749094717
"6158_2",0.07372857635882939
"3281_10",0.9864557136964123
"4723_4",0.11222282684830845
"11994_3",0.5557760012968407
"7701_1",0.00010397594091190981
"103_3",0.6902399503516562
"8908_10",0.9995835449669931
"8876_1",0.03588949685833234
"7519_9",0.9964089885281765
"12456_8",0.9756887901000778
"9514_8",0.9971251590621356
"8680_8",0.7997597354355299
"12402_10",0.9935963593748208
"362_2",0.44974508974776134
"9825_7",0.9955700615145601
"2913_3",0.9764575688684254
"7164_8",0.9995765359620806
"11177_7",0.9850998452256192
"5707_10",0.9996441322935157
"8103_10",0.9974229086550505
"6289_1",0.0002882423591035296
"11754_1",0.8968601536168921
"11640_10",0.9397417808732235
"9933_7",0.9893545513892156
"185_10",0.9987820168484605
"242_10",0.9998697666505162
"9369_8",0.99767329187704
"7453_10",0.9956870676946027
"7514_7",0.7087452932148278
"10860_2",0.06145500824174476
"8663_8",0.9965997484132073
"9108_1",0.11977202740101918
"7941_1",0.18626813094777062
"10116_1",7.382372849973673e-05
"9841_4",0.43166711589369733
"4512_9",0.9995129792012892
"4853_2",0.6678439213116604
"2664_4",0.9250283964258077
"9966_10",0.9989562082178803
"5167_2",0.30670519444672256
"3894_2",0.005709690975395322
"3929_8",0.9878637817406704
"7165_10",0.9957920557606923
"5451_8",0.9938723273714662
"2947_4",0.9775786738973526
"4611_10",0.9969375980309484
"5807_1",0.5194841142740337
"9464_8",0.9975045855629154
"3124_10",0.9982956947103947
"2705_4",0.9960396603479201
"12187_8",0.9994566784107793
"12319_10",0.9982865865505203
"9874_3",0.6477791115402264
"3406_4",0.7101176025162454
"2327_10",0.9998646985998527
"605_10",0.9992917508068121
"8080_4",0.5969044595103046
"3074_10",0.9999370914505439
"2499_3",0.17939165882196675
"1013_1",0.9427431160302331
