id,sentiment
"12311_10",0.9779312665389539
"8348_2",0.0400765639317488
"5828_4",0.5904385163561607
"7186_2",0.6745210829127626
"12128_7",0.9295744115802036
"2913_8",0.7012874263079685
"4396_1",0.0497781306972962
"395_2",0.24409972835261873
"10616_1",0.0035822253356015757
"9074_9",0.44062782533207545
"9252_3",0.06935161198207276
"9896_9",0.7469295664160844
"574_4",0.5892902615810922
"11182_8",0.6525664343958469
"11656_4",0.38494027781386686
"2322_4",0.5966397403841058
"8703_1",0.1275999388549353
"7483_1",0.09642280558682861
"6007_10",0.9173813824834743
"12424_4",0.0382557127262712
"4672_1",0.007665892594310115
"10841_3",0.07256064050708194
"8954_7",0.49185016463398457
"7392_1",0.05583674493445912
"10288_8",0.8661225616704834
"5343_4",0.04494003485930502
"4950_1",0.005801655378782224
"9257_4",0.6058845479880108
"8689_3",0.14597778482266788
"4480_2",0.21754872653567334
"9286_10",0.9609573091608267
"12245_10",0.9942735784735685
"7529_7",0.7895371252524784
"4_4",0.18812075564628533
"5299_2",0.021581937634998286
"12077_8",0.6913300057739795
"10701_2",0.028938733239576426
"11579_1",0.031197933488308065
"10993_1",0.05440407487205035
"8913_1",0.10263474315201396
"1350_3",0.1768661998854636
"3804_2",0.0324865625281748
"5025_3",0.1966304257355107
"5170_8",0.33209922967923206
"8225_8",0.9384572893470723
"6427_7",0.8896990163361752
"3165_3",0.43423446576330704
"7902_9",0.9872536094742203
"8208_3",0.019315143787636914
"3577_8",0.8679900791642212
"4865_1",0.051210812974037144
"9063_3",0.19670076686701202
"1106_1",0.3242946834871768
"1117_9",0.9575079572173182
"1050_4",0.29874100233664175
"10755_9",0.602238671306919
"2729_8",0.80950863240592
"10072_10",0.9661408748822624
"2904_7",0.9289245967433831
"4584_2",0.5649011547787443
"189_4",0.5178317798140535
"6302_4",0.1975178242485255
"8138_9",0.8483970213660089
"1262_1",0.1192459798193595
"2199_10",0.948693004901956
"6551_7",0.7885839231825713
"8082_7",0.34749184202398986
"4897_8",0.9604869644441386
"7360_1",0.037707386257321826
"11012_10",0.8987045347379158
"12046_1",0.33852034208989434
"2331_2",0.40237217958409066
"8961_9",0.9389331087592363
"751_7",0.5844630546540889
"9884_10",0.8807457950976456
"10016_8",0.8864169115378643
"8023_10",0.8820645426734356
"2628_1",0.024621630698106012
"5832_1",0.02221970391086753
"7302_1",0.05966370202083352
"4501_3",0.3454469519531773
"1121_7",0.5715471025418203
"8334_3",0.39867073498801087
"9789_10",0.4937088932919193
"4230_10",0.8511754444417201
"824_4",0.1655066025368381
"6803_9",0.7340117268934321
"3086_7",0.9179653583760214
"1135_8",0.95916463454849
"10136_1",0.013255042844860749
"11129_3",0.025717778437073343
"2072_8",0.6791676326823752
"9501_7",0.9168366182527348
"319_10",0.898823642300398
"1693_7",0.9195196499953102
"10886_1",0.005435588657815884
"9406_8",0.7200922539096488
"10376_10",0.3741512469204256
"9902_1",0.047716638540955585
"9938_8",0.40885454353191564
"7080_9",0.7212377193269054
"11944_8",0.7443250897390279
"5249_1",0.02466448421290054
"9599_2",0.23002544030554364
"9620_1",0.13804767998234352
"11244_1",0.02525697283819623
"6841_10",0.9632214865763512
"10050_4",0.7268346475564049
"10512_9",0.9184858923463648
"11327_3",0.015591234947152323
"10681_8",0.9051968093854181
"808_3",0.2972472302538199
"546_7",0.969297414451873
"10765_1",0.0033419947147267162
"7189_9",0.6576964133035265
"6005_9",0.8987833957056715
"11915_9",0.8422049173106004
"5740_10",0.8691112393569094
"7097_10",0.3522469727085078
"9573_10",0.6227834302637313
"5084_4",0.4309071471175621
"12332_7",0.5211925746350258
